Price,Close,High,Low,Open,Volume
2015-06-12,28.36931800842285,28.628093767290103,28.35593364226745,28.596862444941216,147544800
2015-06-15,28.313541412353516,28.384927519681423,28.043612640833025,28.130614405952066,175955600
2015-06-16,28.465242385864258,28.52101284575113,28.190852676329285,28.338085805401363,125976400
2015-06-17,28.398319244384766,28.52770541959122,28.273392255180084,28.492013209803734,131672400
2015-06-18,28.5277042388916,28.62362949532071,28.380471113895364,28.382702408783295,141628800
2015-06-19,28.242155075073242,28.514315138913368,28.197539396598714,28.489776005158664,218867600
2015-06-22,28.467466354370117,28.56785247553917,28.349233282155343,28.440695927801535,136157200
2015-06-23,28.33808135986328,28.46746921497815,28.304618748784733,28.438469193098925,121075600
2015-06-24,28.57901382446289,28.956022667693063,28.358163285862766,28.378239833926724,221123600
2015-06-25,28.442930221557617,28.822168610386743,28.442930221557617,28.74632161341256,127752400
2015-06-26,28.275615692138672,28.552236623539226,28.22207654134671,28.480850521823633,176267200
2015-06-29,27.78038215637207,28.21316148452477,27.76922908520098,27.987848342323893,196645600
2015-06-30,27.98115348815918,28.13508049264948,27.85399691548697,28.012384807623985,177482800
2015-07-01,28.242155075073242,28.318003770854787,28.106075043153183,28.309080294764073,120955200
2015-07-02,28.206464767456055,28.26223522028511,28.05699866037003,28.20423347278873,108844000
2015-07-06,28.10831069946289,28.15962026945185,27.851766253476693,27.87184450329126,112241600
2015-07-07,28.039154052734375,28.141771484058385,27.610835671669097,28.083769735230312,187787200
2015-07-08,27.343137741088867,27.804917025746732,27.33644555901804,27.769224820709265,243046400
2015-07-09,26.78543472290039,27.675530730197355,26.595815511598627,27.62868375107428,314380000
2015-07-10,27.50153350830078,27.628690110037883,27.039754091257656,27.2026046102443,245418000
2015-07-13,28.03245735168457,28.054765189336482,27.73352688081641,27.891914740717578,165762000
2015-07-14,28.02130699157715,28.19084964797463,27.89415042477383,28.117232240357136,127072400
2015-07-15,28.291229248046875,28.364846638656477,28.014608337185734,28.045839647993663,134596800
2015-07-16,28.668245315551758,28.68163308494207,28.40947127265685,28.49647305192128,144889600
2015-07-17,28.915863037109375,28.915863037109375,28.623626411510077,28.79540035780856,184658800
2015-07-20,29.462421417236328,29.663193719656736,29.156796969560496,29.217030021870166,235600800
2015-07-21,29.16794776916504,29.652034906839845,29.072024221109125,29.636420949603064,307025600
2015-07-22,27.93430519104004,27.9967678270227,27.213750178573314,27.213750178573314,461802400
2015-07-23,27.920923233032227,28.351469539872234,27.898613687990725,28.15292684325403,203998000
2015-07-24,27.773685455322266,28.050306424266896,27.639836709186422,27.95661247216972,168649200
2015-07-27,27.387754440307617,27.575144055147923,27.24275261810859,27.459140555013633,177822000
2015-07-28,27.523834228515625,27.64206902230404,27.338677612162314,27.523834228515625,134472400
2015-07-29,27.43683433532715,27.55060654742132,27.276215142248162,27.47252824577996,148046800
2015-07-30,27.29852867126465,27.343144363862624,27.151293822128096,27.287373897125367,134513200
2015-07-31,27.059825897216797,27.3587547240426,26.972824122126944,27.34983124685656,171540000
2015-08-03,26.421810150146484,27.34313741374917,26.216573591216193,27.104439944865323,279904000
2015-08-04,25.574100494384766,26.256730339924655,25.26401689121604,26.194267700722214,496554400
2015-08-05,25.74364471435547,26.19873187286403,25.00747396047822,25.197093184361943,397250400
2015-08-06,25.79966163635254,26.106667700331585,25.57333038339867,25.98789944271197,211612000
2015-08-07,25.887056350708008,26.050643942348405,25.658483710958215,25.676411446145668,154681600
2015-08-10,26.828248977661133,26.888752962705077,26.11339616388924,26.11339616388924,219806400
2015-08-11,25.43215560913086,26.48314577691837,25.396301841596806,26.400231268115792,388331200
2015-08-12,25.82431411743164,25.86465067165119,24.56716017221928,25.21702611923066,404870000
2015-08-13,25.804149627685547,26.08426414446528,25.667453606722372,26.00359102685805,194143200
2015-08-14,25.985654830932617,26.0640865281702,25.548677010835526,25.618144841291276,171718000
2015-08-17,26.254573822021484,26.364378232100474,25.882580929145096,26.00359060358621,163538800
2015-08-18,26.10666847229004,26.317315099765885,25.996864079315262,26.0909821304365,138242800
2015-08-19,25.772769927978516,26.11114694123252,25.69881930534041,26.017028899520128,193146000
2015-08-20,25.243915557861328,25.62487054080635,25.015341200347923,25.564366569513382,274006400
2015-08-21,23.69993019104004,25.075852599969778,23.675279976084997,24.746437645282736,513102000
2015-08-24,23.10832405090332,24.38116427748664,20.616425097540755,21.25956853943907,648825200
2015-08-25,23.24726104736328,24.898816679691027,23.19347954452205,24.898816679691027,414406400
2015-08-26,24.580608367919922,24.62542600444196,23.540823471522817,23.99796883503398,387098400
2015-08-27,25.304424285888672,25.37613353297059,24.654558272511903,25.149802236992745,338464400
2015-08-28,25.38733673095703,25.39181781054846,24.995176443904853,25.136353531757695,212657600
2015-08-31,25.26856803894043,25.665209398967942,25.098257952693018,25.104980426809615,224917200
2015-09-01,24.139142990112305,25.071362985786642,24.058469892160893,24.683685546442884,307383600
2015-09-02,25.17445182800293,25.17445182800293,24.455117931311904,24.70162008162507,247555200
2015-09-03,24.732988357543945,25.273048177563375,24.659037725648208,25.208061414050434,212935600
2015-09-04,24.486494064331055,24.750922282105957,24.316185639765518,24.419267594534226,199985200
2015-09-08,25.167720794677734,25.223743680755945,24.721779100206344,25.042230076961033,219374400
2015-09-09,24.68368911743164,25.550922481347587,24.59853321856181,25.4926598985961,340043200
2015-09-10,25.225988388061523,25.385093200258346,24.627664296486913,24.71057708457534,251571200
2015-09-11,25.593494415283203,25.593494415283203,25.044470829651967,25.05119330225992,199662000
2015-09-14,25.84000015258789,26.19406526766862,25.73915962308104,26.124597423327597,233453600
2015-09-15,26.057363510131836,26.11338639408368,25.64055311675551,25.978931814535805,173364800
2015-09-16,26.086505889892578,26.115637184543175,25.86913674840091,26.050650410614907,148694000
2015-09-17,25.528514862060547,26.10443021019383,25.483697225582045,25.91843548009313,256450400
2015-09-18,25.42318344116211,25.613662609756922,25.06912012247287,25.145310422164638,297141200
2015-09-21,25.817590713500977,25.853446186930608,25.470249790487564,25.47248947531461,200888000
2015-09-22,25.411985397338867,25.58677655538758,25.21478371364652,25.407502608336912,201384800
2015-09-23,25.618152618408203,25.70778960375562,25.38957992997141,25.463528861425985,143026800
2015-09-24,25.77053451538086,25.882580317621645,25.181174211080297,25.37837420753811,200878000
2015-09-25,25.70554542541504,26.149247514512346,25.55092168517637,26.093224618447103,224607600
2015-09-28,25.196855545043945,25.674169952197932,25.196855545043945,25.512823755502804,208436000
2015-09-29,24.439434051513672,25.43664288920557,24.170524763643698,25.28426050349697,293461600
2015-09-30,24.71729850769043,24.99517154939205,24.365474844587325,24.688165512159813,265892000
2015-10-01,24.555952072143555,24.56491593916416,24.047263304241792,24.441664904734353,255716400
2015-10-02,24.7352237701416,24.876402535682534,24.101046006161816,24.204127910235147,232079200
2015-10-05,24.824865341186523,24.957080264458007,24.44166893864676,24.623182574143726,208258800
2015-10-06,24.94363784790039,25.03999731355526,24.598536545547667,24.791255476857412,192787200
2015-10-07,24.824865341186523,25.04671553009205,24.51786096605542,25.039993056137806,187062400
2015-10-08,24.538028717041016,24.692652458794942,24.24895036534952,24.692652458794942,247918400
2015-10-09,25.125144958496094,25.160998717114264,24.535783093498896,24.6500702616048,211064400
2015-10-12,25.00862693786621,25.266332668438885,24.972773164134914,25.2618515878538,121868800
2015-10-13,25.05120086669922,25.199100437782125,24.802459046998475,24.833831735097373,132197200
2015-10-14,24.697132110595703,24.99069152478597,24.551472245882195,24.939151420302792,177849600
2015-10-15,25.06688690185547,25.120668407978943,24.75988078960425,24.858481642233333,150694000
2015-10-16,24.88312530517578,25.098252982722897,24.76883813877541,25.04895256938616,156930400
2015-10-19,25.03775405883789,25.042235138369406,24.6747250681917,24.829348812117825,119036800
2015-10-20,25.494897842407227,25.584534814719742,24.83382837725812,24.95035524448626,195871200
2015-10-21,25.492660522460938,25.900507160118128,25.479213864072698,25.546442026964304,167180800
2015-10-22,25.882579803466797,25.882579803466797,25.568851221488128,25.62039304175565,166616400
2015-10-23,26.68482208251953,26.718436156827863,26.068570322370572,26.151483101357233,237467600
2015-10-26,25.833276748657227,26.47193740180466,25.75260364408249,26.460733848753367,265335200
2015-10-27,25.66968536376953,26.115627028340736,25.54419294478424,25.860162821727467,279537600
2015-10-28,26.727397918701172,26.73412210120959,26.00806426175372,26.2030245221103,342205600
2015-10-29,27.009765625,27.045621108750808,26.503318029963026,26.599677505438862,204909200
2015-10-30,26.778945922851562,27.164383744411797,26.76774065909424,27.112841924684606,197461200
2015-11-02,27.155418395996094,27.195754949768546,26.803594675190933,27.070264209002307,128813200
2015-11-03,27.46690559387207,27.673069442414718,27.047853713081217,27.068022844831653,182076000
2015-11-04,27.33917236328125,27.747018964575663,27.254018179602827,27.592395229520825,179544400
2015-11-05,27.213146209716797,27.611487144117117,27.046609074697137,27.42244355228266,158210800
2015-11-06,27.24465560913086,27.413443748226587,27.145634401755885,27.255908838537938,132169200
2015-11-09,27.13437271118164,27.413435200040848,27.01734706004752,27.22214237878253,135485600
2015-11-10,26.279186248779297,26.571753032227548,26.119400355881204,26.308443957325128,236511600
2015-11-11,26.130651473999023,26.42546750582627,25.92810538774302,26.189165169362212,180872000
2015-11-12,26.042884826660156,26.29044042006532,26.02713133572533,26.164412492586706,130102400
2015-11-13,25.282211303710938,26.009126294308526,25.266457813116027,25.925856862877318,183249600
2015-11-16,25.696308135986328,25.70981063860422,24.98064630820629,25.066165019789388,152426800
2015-11-17,25.586030960083008,25.89210024476018,25.50276152982468,25.862842536209097,110467600
2015-11-18,26.396215438842773,26.441224923809134,25.993374195487213,26.051887899544916,186698800
2015-11-19,26.731536865234375,26.94983644140062,26.276934951724414,26.474979060688888,173183200
2015-11-20,26.84856605529785,26.9880964780301,26.74729214650655,26.826059597565344,137148400
2015-11-23,26.499731063842773,26.94533239262618,26.407459413897218,26.841807516150237,129930000
2015-11-24,26.754037857055664,26.859812005289776,26.35794969460624,26.405210155455276,171212800
2015-11-25,26.562746047973633,26.83280804222794,26.537990322241956,26.828306064639612,85553200
2015-11-27,26.513235092163086,26.648266950315282,26.465974628610375,26.621260235284563,52185600
2015-11-30,26.623512268066406,26.873318811641276,26.499733632240492,26.553745347418406,156721200
2015-12-01,26.407461166381836,26.738286131114823,26.299437739327033,26.72478363198333,139409600
2015-12-02,26.168901443481445,26.5807447360597,26.123891979407745,26.407454693673856,133546400
2015-12-03,25.92584991455078,26.283681557878825,25.70530110533081,26.229669849886356,166278000
2015-12-04,26.78780174255371,26.8373132030574,25.90560284431139,25.946112064996072,231108000
2015-12-07,26.619009017944336,26.97458970295678,26.513234864567096,26.77654561210243,128336800
2015-12-08,26.607755661010742,26.69102335444192,26.299435460545904,26.44796808912663,137238000
2015-12-09,26.020376205444336,26.486231330206245,25.89884855763669,26.474978102501257,185445600
2015-12-10,26.14415168762207,26.31744176954201,25.99561904869208,26.114895700999856,116850800
2015-12-11,25.471256256103516,25.968618447785566,25.396989060652793,25.92360896284671,187544800
2015-12-14,25.313720703125,25.35873018692822,24.708333359061726,25.246204760418422,257274800
2015-12-15,24.865867614746094,25.385736239096286,24.834360633512954,25.192192373234604,213292400
2015-12-16,25.057157516479492,25.203440893124053,24.48552994368631,24.99639455045869,224954000
2015-12-17,24.526042938232422,25.26195847874722,24.526042938232422,25.21019602660621,179091200
2015-12-18,23.86214256286621,24.64756958850179,23.81263109863098,24.510290142670215,385813200
2015-12-21,24.154705047607422,24.163707286494162,23.758615121598442,24.143451819748623,190362400
2015-12-22,24.1321964263916,24.242470830260057,23.956655371844313,24.170454647753953,131157600
2015-12-23,24.442777633666992,24.49678936724316,24.12545505027764,24.141208544112445,130629600
2015-12-24,24.312238693237305,24.530538253331216,24.294234216383877,24.530538253331216,54281600
2015-12-28,24.0399227142334,24.235717498438177,23.89589036160037,24.213211048275888,106816800
2015-12-29,24.472021102905273,24.627306689063776,24.048926258663258,24.07143099304826,123724800
2015-12-30,24.152450561523438,24.463020031640784,24.1209435884826,24.436015035892215,100855200
2015-12-31,23.68885040283203,24.08718960898984,23.58982749004638,24.082689347954826,163649200
2016-01-04,23.70909881591797,23.713600792941097,22.955179062652647,23.092460172838408,270597600
2016-01-05,23.114973068237305,23.821632614269546,23.047458842063293,23.79912787221154,223164000
2016-01-06,22.662612915039062,23.03844902348601,22.475822072099724,22.631105943121526,273829600
2016-01-07,21.70615577697754,22.534343049252268,21.701655515047527,22.208019973767083,324377600
2016-01-08,21.820932388305664,22.304792107508888,21.775922900613136,22.178764168368286,283192000
2016-01-11,22.174253463745117,22.293530104496217,21.906442481454086,22.273276358105072,198957600
2016-01-12,22.496082305908203,22.660370178573043,22.24402474087501,22.628863197569107,196616800
2016-01-13,21.917694091796875,22.77288769440793,21.897440346898726,22.57709290872037,249758400
2016-01-14,22.39705467224121,22.61310494938619,21.546362930112668,22.045975976632942,252680400
2016-01-15,21.859189987182617,21.989719901487664,21.46085071001248,21.649892613211364,319335600
2016-01-19,21.753406524658203,22.20125704062864,21.49234682803159,22.147245340878676,212350800
2016-01-20,21.78266716003418,22.097738623752576,21.024245345147918,21.402330758209725,289337600
2016-01-21,21.672391891479492,22.02797083685336,21.36632267791624,21.843429256646218,208646000
2016-01-22,22.824655532836914,22.833657772379347,22.13825150849246,22.196763490015815,263202000
2016-01-25,22.379053115844727,22.84940848500449,22.32729067401783,22.847157496142078,207178000
2016-01-26,22.50282859802246,22.703123668984357,22.07073148203734,22.489326099710837,300308000
2016-01-27,21.024246215820312,21.746659108426698,21.006241738976197,21.61387995495452,533478800
2016-01-28,21.175031661987305,21.271803587071275,20.792445939749225,21.107517443534352,222715200
2016-01-29,21.906450271606445,21.906450271606445,21.233548669191034,21.33257159876453,257666000
2016-02-01,21.70165252685547,21.764666487210278,21.46985043683529,21.71065476647782,163774000
2016-02-02,21.262800216674805,21.61387891320668,21.217789026733964,21.47434679989208,149428800
2016-02-03,21.68364143371582,21.79391583070109,21.172776939232083,21.379823236388418,183857200
2016-02-04,21.85787582397461,22.02305515087919,21.538833187512928,21.690435019918965,185886800
2016-02-05,21.274093627929688,21.93028280241884,21.19942517660604,21.839773653124055,185672400
2016-02-08,21.498106002807617,21.654232529241604,21.052349828551243,21.07271348257014,216085600
2016-02-09,21.493579864501953,21.70853933097506,21.25373206268932,21.33519013242165,177324800
2016-02-10,21.330652236938477,21.801298224955346,21.29218642648111,21.704001234416452,169374400
2016-02-11,21.201684951782227,21.432483350272403,20.950522902652605,21.22205032873997,200298800
2016-02-12,21.267309188842773,21.382708416044636,21.045563549785236,21.312564633980127,161405600
2016-02-16,21.866924285888672,21.914441195131964,21.40759243688531,21.500363052174144,196231600
2016-02-17,22.20180892944336,22.222172580506005,21.75605281989877,21.87371349855906,179452800
2016-02-18,21.78094482421875,22.37603960702868,21.742477269354197,22.364725315659374,156084000
2016-02-19,21.731163024902344,21.894079140646554,21.676858228427058,21.72211193777007,141496800
2016-02-22,21.921236038208008,21.925762446040597,21.704015072850826,21.79226103607972,137123200
2016-02-23,21.425701141357422,21.835253002769754,21.394023192205015,21.812626142849286,127770400
2016-02-24,21.744739532470703,21.808095418234426,21.115703629076013,21.265043982363427,145022800
2016-02-25,21.89407730102539,21.89407730102539,21.55240612734355,21.733424402142486,110330800
2016-02-26,21.92801284790039,22.17917309377521,21.85334269912578,21.993630186295057,115964400
2016-02-29,21.87824058532715,22.226699678106144,21.869189498022948,21.91670641163121,140865200
2016-03-01,22.74712371826172,22.80142851449741,22.043417665277012,22.09546098447838,201628400
2016-03-02,22.796905517578125,22.828583461581438,22.545743442752926,22.742600717332223,132678400
2016-03-03,22.96660041809082,23.01411731524598,22.72901420599725,22.758430661129815,147822800
2016-03-04,23.30827522277832,23.47571599081362,22.93718934425789,23.163461305615133,184220400
2016-03-07,23.050329208374023,23.267550120715413,22.844420860215557,23.167989888522893,143315600
2016-03-08,22.860258102416992,23.02543740912557,22.717707374999783,22.80369010682502,126247600
2016-03-09,22.88062286376953,22.98470776570407,22.68829030286975,22.923613365367988,108806800
2016-03-10,22.891929626464844,23.134040510695083,22.661133028709504,22.946236129963065,134054400
2016-03-11,23.13857078552246,23.143095465078485,22.966603614987008,23.134044379648405,109632800
2016-03-14,23.197402954101562,23.285650615747183,23.029962169931412,23.05937863258603,100304400
2016-03-15,23.663524627685547,23.799287473548514,23.498345318901467,23.523235375380143,160270800
2016-03-16,23.978038787841797,24.054970422113335,23.665782392387264,23.670308798119695,153214000
2016-03-17,23.9395751953125,24.09117700139507,23.74950584220155,23.87621759339676,137682800
2016-03-18,23.96673011779785,24.09796829371383,23.801552522522893,24.061763944639747,176820800
2016-03-21,23.96446990966797,24.35818273194511,23.790239491580394,23.968994590382625,142010800
2016-03-22,24.147748947143555,24.276723922528895,23.806077732017386,23.81512881948704,129777600
2016-03-23,24.014244079589844,24.2269402884613,23.962202492090338,24.09344065187563,102814000
2016-03-24,23.9101619720459,24.041400147165657,23.733670087176467,23.86490826229623,104532000
2016-03-28,23.80154800415039,24.027819963953874,23.77213154453238,23.984827739169436,77645600
2016-03-29,24.36496925354004,24.389859311874833,23.731406957175352,23.733670160565346,124760400
2016-03-30,24.79035758972168,24.984951630731874,24.573136695962944,24.584450985496314,182404400
2016-03-31,24.661378860473633,24.867287159542954,24.636488808359363,24.826558140293965,103553600
2016-04-01,24.88765525817871,24.88991846140795,24.48262819605761,24.613866362261415,103496000
2016-04-04,25.143346786499023,25.385457772131094,24.951014193778747,24.98495534110106,149424800
2016-04-05,24.846925735473633,25.055097270450286,24.75867980079629,24.779045176816258,106314800
2016-04-06,25.10713768005371,25.111664086209174,24.708898527961733,24.94196010806021,105616400
2016-04-07,24.559566497802734,24.98495729540314,24.46453265892157,24.87860916442339,127207600
2016-04-08,24.586715698242188,24.837876023385373,24.475841178225927,24.6432836967458,94326800
2016-04-11,24.668169021606445,25.02794234592997,24.625178521879334,24.656856459075357,117630000
2016-04-12,24.989477157592773,25.00305292350047,24.586713323361767,24.74057660716404,108929200
2016-04-13,25.351516723632812,25.41939729222358,25.07093990889034,25.07093990889034,133029200
2016-04-14,25.36509132385254,25.43071041222434,25.190862640210334,25.256481728582134,101895600
